sex,degree,uni_level,u_loan,guarantee,amount,income,period_m,repayment_m,repayment_T,count,c_borrowing,c_repayment,c_overdue,c_fre,c_over_fre,c_overrate,c_over_frerate,performance
male,bachelor,other,shopping,N,0.109063206,-0.506566939,-1.401723683,0.329036379,0.072410056,-0.257221124,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,trading,Y,-1.12133446,-0.758179343,0.505109906,-0.543835857,-1.111050072,-0.787555067,0.517707909,0.492917652,1.015247813,1.171091226,1.352333946,1.33759528,0.113632805,0
female,bachelor,other,shopping,Y,-1.048239237,-0.675885898,0.505109906,-0.525073307,-1.0363593,0.27311282,1.130951598,1.149718743,-0.37018922,0.970144334,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.012451611,1.130951598,1.19553788,-0.37018922,0.648629307,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,-0.592603253,-0.500875231,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.257221124,-0.592603253,-0.382429319,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.420400799,0.269174172,0.406883248,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.319099504,0.505109906,-0.233045955,0.126153601,0.069138226,-0.448973682,-0.366351849,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.2459093,-0.13050129,-0.116665196,0.121391571,0.191522982,-0.018084969,-0.347060918,0.989311773,-0.436483908,1.352333946,1.826040477,1.554696035,0
male,bachelor,high,shopping,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,6.922684575,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,1.596009785,1.611829779,-0.37018922,2.015068171,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,living,Y,-1.048239237,-0.675885898,0.505109906,-0.525073307,-1.0363593,-0.665170311,-0.448973682,-0.349524995,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,-1.133236976,-2.037334879,0.873878345,0.031617742,2.190474001,0.096818687,0.151424473,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,master,other,living,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.257221124,0.389823012,0.425150444,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.216426205,1.705469881,1.853982536,-0.37018922,1.974878793,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.542785555,0.269174172,0.320028331,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.456165463,0.556433314,0.883494236,-0.37018922,0.528061172,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.803446763,-0.018084969,0.035074296,-0.37018922,-0.114968882,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.523492422,0.505109906,-0.229703772,0.139460502,-0.583580474,-0.592603253,-0.501637317,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.523492422,0.505109906,-0.229703772,0.139460502,-0.583580474,-0.305344111,-0.228764882,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,0.109933145,0.269174172,0.315478679,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,other,Y,-1.598860594,-1.295469639,0.505109906,-0.666404618,-1.598977088,-0.787555067,0.98263683,1.025828997,-0.37018922,1.251469983,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,N,-1.742620704,-1.457027738,0.505109906,-0.703301025,-1.745855766,-0.298016042,-0.305344111,-0.188089824,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-1.279699726,-0.937613391,0.505109906,-0.584504596,-1.272945942,0.395497576,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.523492422,0.505109906,-0.229703772,0.139460502,1.782524813,-0.305344111,-0.228780124,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.150728064,-0.305344111,-0.227240711,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,-1.279699726,-0.937613391,0.505109906,-0.584504596,-1.272945942,-0.70596523,1.360758911,1.388419251,-0.37018922,1.050523091,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.134836368,1.877825366,2.482545808,-0.37018922,1.974878793,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,trading,Y,0.230880862,0.12044038,0.505109906,-0.20726813,0.228771081,-0.787555067,-0.752560633,-0.65526873,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,trading,Y,-1.937533581,-1.747427577,0.505109906,-0.754492642,-1.949641699,-0.787555067,1.64542123,1.590725083,-0.37018922,2.216015063,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,rent,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,2.639218107,0.269174172,0.306420019,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.007421357,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.746760149,2.784354893,2.79110672,-0.37018922,2.899234495,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.257221124,0.556433314,0.725277607,-0.37018922,0.528061172,-0.370365459,-0.461184806,-0.42676589,1
female,college ,high,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.338810961,2.494978651,2.434394688,-0.37018922,2.939423873,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.216426205,-0.018084969,0.037203056,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,0.27311282,-0.305344111,-0.027805402,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.175631286,0.814966542,1.061240583,0.470760251,0.849576199,0.395278721,0.68202224,-0.112248108,0
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,3.903860588,-0.592603253,-0.501622075,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.338810961,2.107632679,2.061318134,-0.37018922,2.497340712,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,N,-0.353857771,-0.801351445,-1.401723683,0.098789771,-0.385877765,-0.461195717,-0.593510992,-0.480657096,-0.37018922,-0.114968882,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.624375392,-0.448973682,-0.36405035,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,entertainment,Y,-1.048239237,-0.981460056,0.505109906,-0.530070036,-1.056250713,-0.665170311,1.059136812,1.046324024,-0.37018922,2.77866636,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.70596523,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.70596523,-0.592603253,-0.500875231,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,living,Y,-1.048239237,-0.981460056,0.505109906,-0.530070036,-1.056250713,-0.420400799,-0.305344111,-0.390837665,0.960874853,-0.39629453,0.586689766,2.218691484,0.949249314,0
male,bachelor,other,travel,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.012451611,0.269174172,0.315504082,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,business,N,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,0.27311282,0.269174172,0.418604127,-0.37018922,0.08597801,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.37960588,2.567247306,2.509134981,-0.37018922,2.457151333,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,rent,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.012451611,1.13025643,1.532265483,-0.37018922,1.251469983,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,-0.298016042,5.726402698,7.201825519,-0.37018922,4.185294603,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.216426205,-0.167399399,-0.102614282,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,shopping,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,8.064942299,-0.305344111,-0.233969928,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.92583152,-0.305344111,-0.089320966,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.803446763,0.269174172,0.320028331,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,trading,N,-1.818146261,-1.794647063,-2.037334879,-0.536191855,-1.839471713,-0.787555067,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.232317901,0.843692456,1.110824425,-0.37018922,0.769197442,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,0.150728064,-0.305344111,-0.231828467,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.624375392,1.188403426,1.078125864,0.144807205,1.291659361,0.203867676,0.20178576,-0.236240704,0
male,college ,other,business,Y,0.109063206,-0.506566939,-1.401723683,0.329036379,0.072410056,0.558677251,-0.592603253,-0.50939535,-0.37018922,-0.557052044,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,N,-1.048239237,-1.428696046,-2.037334879,0.032111241,-1.085362989,-0.37960588,0.412803743,0.558533238,-0.37018922,0.08597801,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.517882332,1.418210739,0.696229437,4.493520558,0.367303659,3.84067753,2.128848327,1.08685088,0
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.624375392,-0.592603253,-0.415732468,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,-0.583580474,-0.190440454,-0.154677443,-0.37018922,-0.557052044,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.542785555,0.016992244,0.07615072,-0.37018922,0.166356767,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.007421357,-0.305344111,-0.227240711,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,-0.305344111,-0.264478762,-0.064808791,-0.235537017,-0.178954414,0.740339363,-0.151562836,0
male,bachelor,high,other,Y,-0.553654465,-0.120041717,0.505109906,-0.398136545,-0.531043956,-0.787555067,0.269174172,0.323902267,-0.37018922,0.08597801,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.70596523,2.567155383,1.939544447,1.646250404,1.412227496,2.69221126,0.824415497,0.35027801,0
female,bachelor,high,travel,Y,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,-0.05324653,1.705469881,1.661190075,-0.37018922,1.492606253,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,living,N,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.216426205,-0.429032152,-0.355260961,-0.37018922,-0.15515826,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,-1.91697989,-1.729214347,0.505109906,-0.749297368,-1.928960127,-0.70596523,2.87437329,3.06028812,-0.37018922,3.220749522,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,3.047167294,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,master,other,other,Y,-1.323561489,-1.219243897,0.505109906,-0.599560964,-1.332882981,-0.787555067,2.227750089,2.152976731,-0.37018922,3.421696414,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.129806113,-0.592603253,-0.500875231,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-0.353857771,0.022291305,0.505109906,-0.34820235,-0.332263754,-0.338810961,0.269174172,0.318184083,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.257221124,-0.018084969,0.04496871,-0.37018922,0.246735524,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.134836368,-0.592603253,-0.442870342,-0.069141083,-0.476673287,-0.178954414,1.395299221,0.123640178,0
female,bachelor,other,trading,Y,-1.084786849,-1.01350185,0.505109906,-0.539302402,-1.093003095,-0.787555067,1.690532406,1.986689614,-0.37018922,1.171091226,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,trading,Y,-1.218779326,-0.86813329,0.505109906,-0.568852592,-1.210637767,-0.787555067,-0.471954413,-0.386592848,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-1.511160215,-1.197320564,0.505109906,-0.643902794,-1.509400854,-0.012451611,-0.592603253,-0.470894777,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-1.742620704,-1.580472966,0.505109906,-0.705319571,-1.753891281,-0.746760149,0.211722344,0.45221719,-0.37018922,0.809386821,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,living,Y,0.109063206,-0.131509306,-0.766112487,0.05044394,0.096823971,0.966626438,1.130951598,1.123066063,-0.37018922,0.608439929,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,-0.501990636,4.290802156,4.089424001,-0.37018922,0.929954956,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.116730278,0.505109906,-0.236355047,0.112980626,-0.216426205,0.441529657,0.460008247,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,business,Y,0.109063206,-0.418873608,-0.766112487,0.043395575,0.078118346,-0.175631286,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.298016042,1.418210739,1.671526498,-0.37018922,1.251469983,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.094041449,-0.018084969,0.04639381,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.232317901,1.130951598,1.196835966,-0.37018922,0.729008064,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,trading,Y,-1.923159885,-1.784865884,0.505109906,-0.751679914,-1.938444669,-0.787555067,1.384342886,1.339965837,-0.37018922,0.528061172,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,-1.511160215,-1.686379527,-2.037334879,-0.31143834,-1.541235545,-0.624375392,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,other,Y,-1.890431372,-1.624319631,0.505109906,-0.741256275,-1.896950016,-0.787555067,-0.151735158,-0.628242628,3.629443725,-0.516862665,2.883622305,2.938901039,2.246635088,0
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,-0.018084969,0.136286909,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,living,Y,-1.048239237,-0.981460056,0.505109906,-0.530070036,-1.056250713,0.069138226,0.269174172,0.312923151,-0.37018922,0.367303659,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,travel,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,0.354702657,1.418210739,1.389318512,-0.37018922,1.572985009,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,rent,Y,0.109063206,-0.273505047,-0.13050129,-0.126857199,0.087580933,-0.175631286,-0.018084969,0.16677288,-0.37018922,-0.235537017,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.089011195,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-0.58531826,-0.581443553,0.505109906,-0.413226004,-0.591112725,-0.70596523,0.211722344,0.246581044,-0.37018922,0.246735524,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,travel,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.257221124,1.418210739,1.480504616,-0.37018922,1.251469983,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,business,Y,0.109063206,0.319099504,0.505109906,-0.233045955,0.126153601,-0.134836368,-0.592603253,-0.462516914,-0.37018922,-0.557052044,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.257221124,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-1.048239237,-0.675885898,0.505109906,-0.525073307,-1.0363593,-0.787555067,0.412803743,0.456853212,-0.37018922,0.528061172,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,-1.41621661,-2.672946075,2.542123889,0.013197531,0.59947217,-0.018084969,0.156974997,-0.37018922,-0.557052044,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.420400799,-0.048321867,0.017584427,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,other,Y,-1.625663719,-1.325825023,0.505109906,-0.673287529,-1.626376877,-0.787555067,2.1913917,2.332661317,-0.37018922,2.497340712,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,other,Y,-1.109807727,-1.033401491,0.505109906,-0.545589676,-1.118031749,-0.787555067,1.688156772,1.672547693,-0.37018922,4.145105224,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,-1.279699726,-0.937613391,0.505109906,-0.584504596,-1.272945942,-0.624375392,-0.305344111,-0.227240711,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.700934976,-0.650055081,-0.555402469,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,other,Y,2.681931707,1.380863377,0.505109906,0.397369125,2.635737183,-0.787555067,1.025119585,0.989586738,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,trading,Y,-1.230977293,-1.307611792,0.505109906,-0.578945355,-1.250815343,-0.787555067,0.426411209,0.442048426,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,other,Y,1.203014914,1.854744648,0.505109906,0.052727214,1.26377397,-0.787555067,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,-1.511160215,-1.197320564,0.505109906,-0.643902794,-1.509400854,-0.094041449,0.465418128,0.485515259,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-1.742620704,-1.457027738,0.505109906,-0.703301025,-1.745855766,-0.70596523,0.269174172,0.309938315,-0.37018922,0.528061172,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.542785555,-0.305344111,-0.227240711,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.762651845,-0.592603253,-0.500875231,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,rent,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.966626438,-0.305344111,-0.090382806,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,-1.858350948,-1.678959322,0.505109906,-0.734505727,-1.870076926,-0.420400799,0.096818687,0.298923635,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,living,N,-1.048239237,-1.613189324,-2.672946075,0.868252889,-1.097372132,0.028343307,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,0
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.012451611,-0.305344111,-0.150755241,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.477087414,-0.592603253,-0.500875231,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.37960588,-0.305344111,-0.227240711,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,other,Y,3.152166836,4.048089777,0.505109906,0.553028804,3.255396151,-0.787555067,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,other,N,4.738272982,4.00559224,0.505109906,0.93026527,4.75711537,-0.787555067,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.175631286,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.069138226,1.935277194,1.875994114,-0.37018922,1.733742523,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,-1.048239237,-0.675885898,0.505109906,-0.525073307,-1.0363593,0.762651845,0.011850306,0.07491106,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,-0.122397282,-0.183450741,0.505109906,-0.296415063,-0.126106686,0.069138226,-0.448973682,-0.369796477,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.624375392,1.130345481,1.137591418,-0.37018922,1.331848739,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,N,0.109063206,-1.048241901,-2.037334879,0.878047801,0.037150392,-0.012451611,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,1.007421357,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,other,Y,-0.743683526,-0.973365287,0.505109906,-0.457369289,-0.766840219,-0.787555067,0.450601301,0.457554331,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,other,Y,-0.061476882,-0.504543247,0.505109906,-0.287149937,-0.089222354,-0.787555067,1.238386517,1.187073647,-0.37018922,0.528061172,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,other,Y,-1.053123054,-1.185515693,0.505109906,-0.5345704,-1.07416574,-0.787555067,1.243008516,1.191374351,-0.37018922,1.251469983,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,other,Y,-0.841151538,-1.040484414,0.505109906,-0.481691113,-0.86366159,-0.787555067,1.38603197,1.32381978,-0.37018922,1.492606253,-0.370365459,-0.461184806,-0.42676589,1
female,doctor,high,other,Y,-0.370962701,-0.718046153,0.505109906,-0.364383809,-0.396679605,-0.787555067,-0.460690982,-0.386315956,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
