sex,degree,uni_level,u_loan,guarantee,amount,income,period_m,repayment_m,repayment_T,count,c_borrowing,c_repayment,c_overdue,c_fre,c_over_fre,c_overrate,c_over_frerate,performance
female,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.681062007,-0.592603253,-0.340514601,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.420400799,-0.305344111,-0.017001566,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,rent,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.665170311,-0.305344111,-0.038131664,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,business,Y,0.109063206,-1.41621661,-2.672946075,2.542123889,0.013197531,0.313907739,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.094041449,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,college ,other,business,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.007421357,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,-0.018084969,-0.364002085,1.471719819,-0.315915773,1.352333946,2.138705393,1.224452381,0
male,bachelor,other,shopping,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.257221124,-0.190440454,-0.119923791,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.012451611,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,-0.131509306,-0.766112487,0.05044394,0.096823971,0.966626438,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.007421357,-0.592603253,-0.72838578,0.761212356,-0.6374308,0.586689766,2.694734857,2.325264451,0
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.624375392,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.37960588,-0.305344111,-0.242482426,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,entertainment,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.37960588,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.501990636,-0.592603253,-0.508496089,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.583580474,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.018084969,0.023531237,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.592603253,-0.508496089,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,entertainment,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.70596523,0.269174172,0.289529658,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.461195717,-0.592603253,-0.508496089,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.461195717,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.018084969,0.023546479,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.542785555,-0.018084969,0.023515995,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,0.269174172,0.289575383,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,entertainment,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.592603253,-0.508480848,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.018084969,0.018476068,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.305344111,-0.245866087,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,rent,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.592603253,-0.510195541,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,master,high,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,-0.018084969,0.04639381,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,other,Y,3.188714447,4.088226341,0.505109906,0.562393534,3.292675672,-0.787555067,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,0
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.175631286,0.076862795,-0.353025509,2.449663603,-0.516862665,1.160922901,2.446580851,1.774858581,0
female,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.885036601,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,0.269174172,0.320043573,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.298016042,0.556433314,0.706629368,-0.37018922,0.528061172,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.523492422,0.505109906,-0.229703772,0.139460502,-0.094041449,0.843692456,1.01386171,-0.37018922,0.769197442,-0.370365459,-0.461184806,-0.42676589,0
female,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.012451611,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.420400799,-0.305344111,-0.197902948,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,shopping,Y,0.109063206,-0.506566939,-1.401723683,0.329036379,0.072410056,-0.624375392,2.021454937,1.981870691,-0.37018922,2.175825685,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.012451611,-0.305344111,-0.226951118,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,rent,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.257221124,0.556433314,0.637988301,-0.37018922,0.32711428,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,2.924782538,0.556433314,0.494281785,0.625422313,0.286924902,0.778100811,0.981108278,0.233721418,0
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,2.924782538,0.843692456,0.494281785,1.623927172,0.286924902,1.92656708,1.49887562,0.674046313,0
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.624375392,-0.018084969,-0.774509752,3.603346089,-0.677620179,3.07503335,2.815985759,2.875670651,0
male,bachelor,other,entertainment,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.257221124,-0.018084969,-0.36405035,1.408043588,-0.315915773,1.352333946,2.103327713,1.224452381,0
male,bachelor,other,study,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.542785555,-0.592603253,-0.371968421,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,1.130951598,1.129404076,-0.37018922,1.010333712,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.420400799,-0.592603253,-0.465036877,-0.193073111,-0.476673287,-0.178954414,0.871958127,0.123640178,0
male,master,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,-0.592603253,-0.50085999,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,master,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,1.130951598,1.141038586,-0.37018922,1.010333712,-0.370365459,-0.461184806,-0.42676589,1
male,college ,high,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,-0.305344111,-0.22714418,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,other,Y,2.664873069,3.499331892,0.505109906,0.427945134,2.757457673,-0.787555067,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.338810961,-0.592603253,-0.774509752,0.280589553,-0.677620179,0.778100811,2.196619014,2.875670651,0
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.175631286,-0.305344111,-0.077259688,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,college ,other,business,N,-0.932508993,-0.547040784,0.505109906,-0.495390753,-0.918197709,0.232317901,-0.018084969,0.11701884,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.175631286,-0.592603253,-0.50068217,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,-0.624375392,2.854506448,2.950532526,-0.37018922,2.256204441,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.665170311,-0.018084969,0.037233539,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.069138226,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,high,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,0.269174172,0.289656672,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,entertainment,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.542785555,-0.592603253,-0.508452904,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,high,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.592603253,-0.508480848,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.592603253,-0.508480848,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.305344111,-0.242482426,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,high,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,high,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.305344111,-0.242482426,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,business,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.305344111,-0.242497668,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,entertainment,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.542785555,-0.305344111,-0.242467185,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.018084969,0.023531237,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,0.269174172,0.289560142,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,0.150728064,-0.305344111,-0.242467185,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.592603253,-0.508496089,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.624375392,-0.018084969,0.023531237,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.319099504,0.505109906,-0.233045955,0.126153601,0.92583152,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.37960588,-0.018084969,-0.014987119,0.7182511,-0.195347638,0.778100811,1.591332935,0.674046313,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,0.269174172,0.320043573,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,college ,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.313907739,0.240448258,0.224020764,1.164881184,-0.034590125,1.160922901,1.677446921,0.674046313,0
female,college ,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.175631286,-0.018084969,-0.353571671,1.52201827,-0.39629453,1.735156035,2.165605214,1.591389738,0
male,college ,other,business,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.175631286,-0.018084969,-0.495517768,1.828352881,-0.476673287,2.117978125,2.312006849,1.958327094,0
male,bachelor,high,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.681062007,0.556433314,-0.592086738,4.673433804,-0.516862665,4.60632171,2.600252292,2.435345889,0
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.542785555,-0.592603253,-0.500875231,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.787555067,-0.592603253,-0.404903229,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,-0.305344111,-0.227240711,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.762651845,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,0
male,bachelor,other,rent,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.094041449,-0.592603253,-0.552310941,0.111218474,-0.557052044,0.203867676,1.889355555,1.224452381,0
female,bachelor,other,shopping,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,1.170601032,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.624375392,-0.018084969,0.04639381,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,other,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.216426205,-0.075536798,0.093511034,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.477087414,-0.592603253,-0.774509752,0.900988416,-0.677620179,0.778100811,2.785324922,2.875670651,0
male,bachelor,other,rent,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.583580474,-0.592603253,-0.489840229,-0.207020322,-0.476673287,-0.178954414,0.798240889,0.123640178,0
male,college ,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.583580474,-0.592603253,-0.373474811,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.583580474,0.269174172,0.945604227,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,high,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.298016042,-0.592603253,-0.774509752,0.898037379,-0.677620179,0.778100811,2.783570675,2.875670651,0
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.37960588,-0.592603253,-0.501408691,-0.025768143,-0.516862665,0.012456631,1.536430587,0.67404618,0
male,college ,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.37960588,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,college ,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,0
male,bachelor,other,entertainment,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.844241682,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,0
male,college ,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.292985788,-0.305344111,-0.055298916,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.37960588,-0.305344111,-0.231731936,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.395497576,-0.018084969,-0.774509752,3.188334813,-0.677620179,3.07503335,2.732154492,2.875670651,0
female,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.338810961,-0.018084969,-0.637692492,2.538952684,-0.557052044,2.500800215,2.566620485,2.325264451,0
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,0.028343307,-0.305344111,-0.242482426,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,0.269174172,0.2895449,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,0.269174172,0.289529658,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.70596523,-0.305344111,-0.242482426,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,0.232317901,-0.592603253,-0.508496089,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,high,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.420400799,0.269174172,0.2895449,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.216426205,0.269174172,0.2895449,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.787555067,0.269174172,0.289575383,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.012451611,-0.305344111,-0.242467185,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.665170311,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,0.069138226,0.269174172,0.2895449,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,business,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.094041449,-0.018084969,0.023531237,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,-0.542785555,-0.305344111,-0.242482426,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,-0.387169096,0.505109906,-0.244594685,0.080182112,0.966626438,-0.592603253,-0.508496089,-0.37018922,-0.436483908,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.37960588,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,travel,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.70596523,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,shopping,Y,0.109063206,-1.247575589,-2.672946075,2.558669348,0.024175011,-0.70596523,1.705469881,1.646090615,-0.37018922,0.889765577,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.05324653,-0.018084969,-0.320809603,1.177162425,-0.315915773,1.352333946,1.961067377,1.224452381,0
male,college ,other,shopping,Y,0.109063206,-1.3318961,-2.672946075,2.550396619,0.018686271,-0.37960588,-0.592603253,-0.5039693,-0.37018922,-0.6374308,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.37960588,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,0
male,college ,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.70596523,-0.176993854,0.689284295,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,living,Y,0.109063206,0.015545665,0.505109906,-0.238009593,0.106394138,-0.787555067,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.094041449,-0.305344111,-0.196820786,-0.37018922,-0.195347638,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.094041449,-0.018084969,0.140635878,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.501990636,-0.018084969,-0.774509752,3.240356946,-0.677620179,3.07503335,2.743463507,2.875670651,0
male,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.109933145,-0.018084969,0.258487364,-0.012074868,-0.074779503,0.203867676,0.540236287,0.123640211,0
male,college ,other,travel,N,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,0.681062007,-0.879862394,-0.774509752,-0.37018922,-0.677620179,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,high,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,5.005323394,0.843692456,0.867795269,-0.37018922,0.769197442,-0.370365459,-0.461184806,-0.42676589,1
male,college ,other,shopping,Y,-0.353857771,0.105262688,0.505109906,-0.346845622,-0.326862834,-0.37960588,-0.190440454,0.452938632,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,study,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.461195717,0.269174172,0.320028331,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
male,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,-0.420400799,-0.018084969,0.307469157,-0.37018922,0.286924902,-0.370365459,-0.461184806,-0.42676589,1
female,bachelor,other,business,Y,0.109063206,0.624677035,0.505109906,-0.228049226,0.14604699,1.089011195,-0.018084969,0.05509429,-0.37018922,0.045788632,-0.370365459,-0.461184806,-0.42676589,1
